Name,Name,Data Center Name,Pod,Release,Environment Status,Deployed App Name,Version
Helsingin ja Uudenmaan sairaanhoitopiiri,Helsingin ja Uudenmaan sairaanhoitopiiri,eu-frankfurt-1,EJNV,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Helsingin ja Uudenmaan sairaanhoitopiiri,Helsingin ja Uudenmaan sairaanhoitopiiri,eu-frankfurt-1,EJNV-DEV1,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Helsingin ja Uudenmaan sairaanhoitopiiri,Helsingin ja Uudenmaan sairaanhoitopiiri,eu-frankfurt-1,EJNV-DEV1,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Helsingin ja Uudenmaan sairaanhoitopiiri,Helsingin ja Uudenmaan sairaanhoitopiiri,eu-frankfurt-1,EJNV-DEV2,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Helsingin ja Uudenmaan sairaanhoitopiiri,Helsingin ja Uudenmaan sairaanhoitopiiri,eu-frankfurt-1,EJNV-DEV2,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Helsingin ja Uudenmaan sairaanhoitopiiri,Helsingin ja Uudenmaan sairaanhoitopiiri,eu-frankfurt-1,EJNV-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Helsingin ja Uudenmaan sairaanhoitopiiri,Helsingin ja Uudenmaan sairaanhoitopiiri,eu-frankfurt-1,EJNV-TEST,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Hexagon metrology Services Ltd,Hexagon metrology Services Ltd,us-ashburn-1,EWAC,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Hexagon metrology Services Ltd,Hexagon metrology Services Ltd,us-ashburn-1,EWAC-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Hitachi LG Data Storage,Hitachi LG Data Storage,us-phoenix-1,EUDE,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Hitachi LG Data Storage,Hitachi LG Data Storage,us-phoenix-1,EUDE-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV1,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV1,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV2,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV2,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV3,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV3,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV5,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV5,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV6,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-DEV6,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Houlihan Lokey,Houlihan Lokey,us-phoenix-1,EJND-TEST,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
"Hunan Weibu Information Technology Co., Ltd.","Hunan Weibu Information Technology Co., Ltd.",us-phoenix-1,EVFJ,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
"Hunan Weibu Information Technology Co., Ltd.","Hunan Weibu Information Technology Co., Ltd.",us-phoenix-1,EVFJ-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Huron Consulting Group Inc.,Huron Consulting Group Inc.,us-ashburn-1,EFHX,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Huron Consulting Group Inc.,Huron Consulting Group Inc.,us-ashburn-1,EFHX,Revision 13.22.10,Customer Active,risk-cloud,2210.0.116
Huron Consulting Group Inc.,Huron Consulting Group Inc.,us-ashburn-1,EFHX-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Huron Consulting Group Inc.,Huron Consulting Group Inc.,us-ashburn-1,EFHX-TEST,Revision 13.22.10,Customer Active,risk-cloud,2210.0.116
Huta Marine Works Ltd,Huta Marine Works Ltd,eu-frankfurt-1,EDZP,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Huta Marine Works Ltd,Huta Marine Works Ltd,eu-frankfurt-1,EDZP,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Huta Marine Works Ltd,Huta Marine Works Ltd,eu-frankfurt-1,EDZP-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Huta Marine Works Ltd,Huta Marine Works Ltd,eu-frankfurt-1,EDZP-TEST,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI-DEV1,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI-DEV1,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI-DEV4,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI-DEV4,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI-DEV5,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI-DEV5,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Hutchison International Limited,Hutchison International Limited,eu-frankfurt-1,ERCI-TEST,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
HydePark,HydePark,us-phoenix-1,EDAQ,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
HydePark,HydePark,us-phoenix-1,EDAQ-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU,Revision 13.22.10,Customer Active,sales-common,2210.0.120
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU-DEV1,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU-DEV1,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU-DEV1,Revision 13.22.10,Customer Active,sales-common,2210.0.120
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU-DEV3,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU-DEV3,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU-DEV3,Revision 13.22.10,Customer Active,sales-common,2210.0.120
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU-TEST,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
"ICU Medical, Inc.","ICU Medical, Inc.",us-phoenix-1,EDUU-TEST,Revision 13.22.10,Customer Active,sales-common,2210.0.120
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX,Revision 13.23.01,Customer Active,boss,2301.0.420
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX,Revision 13.23.01,Customer Active,rwdinfra,2301.0.14
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-DEV1,Revision 13.23.01,Customer Active,boss,2301.0.420
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-DEV1,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-DEV1,Revision 13.23.01,Customer Active,rwdinfra,2301.0.14
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-DEV2,Revision 13.23.01,Customer Active,boss,2301.0.420
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-DEV2,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-DEV2,Revision 13.23.01,Customer Active,rwdinfra,2301.0.14
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-DEV3,Revision 13.23.01,Customer Active,boss,2301.0.420
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-DEV3,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-DEV3,Revision 13.23.01,Customer Active,rwdinfra,2301.0.14
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-TEST,Revision 13.23.01,Customer Active,boss,2301.0.420
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IDFC Bank Limited,IDFC Bank Limited,eu-frankfurt-1,EKJX-TEST,Revision 13.23.01,Customer Active,rwdinfra,2301.0.14
IN N OUT BURGERS,IN N OUT BURGERS,us-phoenix-1,EVVN,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
IN N OUT BURGERS,IN N OUT BURGERS,us-phoenix-1,EVVN,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
IN N OUT BURGERS,IN N OUT BURGERS,us-phoenix-1,EVVN-DEV1,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
IN N OUT BURGERS,IN N OUT BURGERS,us-phoenix-1,EVVN-DEV1,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
IN N OUT BURGERS,IN N OUT BURGERS,us-phoenix-1,EVVN-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
IN N OUT BURGERS,IN N OUT BURGERS,us-phoenix-1,EVVN-TEST,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
INITIAL,INITIAL,eu-frankfurt-1,ECJD,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
INITIAL,INITIAL,eu-frankfurt-1,ECJD,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
INITIAL,INITIAL,eu-frankfurt-1,ECJD-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
INITIAL,INITIAL,eu-frankfurt-1,ECJD-TEST,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
INITIAL,INITIAL,eu-frankfurt-1,ECJDDEV-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
INITIAL,INITIAL,eu-frankfurt-1,ECJDDEV-TEST,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
INTSIG Information,INTSIG Information,us-phoenix-1,EPJV,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
INTSIG Information,INTSIG Information,us-phoenix-1,EPJV-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ-DEV1,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ-DEV1,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ-DEV3,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ-DEV3,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ-DEV4,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ-DEV4,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
IOM International Organisation for Migrations,IOM International Organisation for Migrations,eu-frankfurt-1,EVLJ-TEST,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
India Pistons Ltd.,India Pistons Ltd.,eu-frankfurt-1,ENNM,Revision 13.23.01,Customer Active,boss,2301.0.420
India Pistons Ltd.,India Pistons Ltd.,eu-frankfurt-1,ENNM,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
India Pistons Ltd.,India Pistons Ltd.,eu-frankfurt-1,ENNM,Revision 13.23.01,Customer Active,rwdinfra,2301.0.14
India Pistons Ltd.,India Pistons Ltd.,eu-frankfurt-1,ENNM-TEST,Revision 13.23.01,Customer Active,boss,2301.0.420
India Pistons Ltd.,India Pistons Ltd.,eu-frankfurt-1,ENNM-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
India Pistons Ltd.,India Pistons Ltd.,eu-frankfurt-1,ENNM-TEST,Revision 13.23.01,Customer Active,rwdinfra,2301.0.14
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB-DEV1,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB-DEV1,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB-DEV1,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB-DEV3,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB-DEV3,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB-DEV3,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB-TEST,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
Infosys Limited,Infosys Limited,eu-frankfurt-1,EKNB-TEST,Revision 13.23.01,Customer Active,risk-cloud,2301.0.111
Infosys Limited,Infosys Limited,us-phoenix-1,CCEE,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Infosys Limited,Infosys Limited,us-phoenix-1,CCEE,Revision 13.22.10,Customer Active,sales-common,2210.0.120
Infosys Limited,Infosys Limited,us-phoenix-1,CCEE-DEV1,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Infosys Limited,Infosys Limited,us-phoenix-1,CCEE-DEV1,Revision 13.22.10,Customer Active,sales-common,2210.0.120
Infosys Limited,Infosys Limited,us-phoenix-1,CCEE-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
Infosys Limited,Infosys Limited,us-phoenix-1,CCEE-TEST,Revision 13.22.10,Customer Active,sales-common,2210.0.120
Inoapps Limited,Inoapps Limited,us-ashburn-1,HZA,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Inoapps Limited,Inoapps Limited,us-ashburn-1,SOF,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Insurance Services Office, Inc.","Insurance Services Office, Inc.",us-ashburn-1,EWMY,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
"Insurance Services Office, Inc.","Insurance Services Office, Inc.",us-ashburn-1,EWMY,Revision 13.22.10,Customer Active,risk-cloud,2210.0.116
"Insurance Services Office, Inc.","Insurance Services Office, Inc.",us-ashburn-1,EWMY,Revision 13.22.10,Customer Active,sales-common,2210.0.122
"Insurance Services Office, Inc.","Insurance Services Office, Inc.",us-ashburn-1,EWMY-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
"Insurance Services Office, Inc.","Insurance Services Office, Inc.",us-ashburn-1,EWMY-TEST,Revision 13.22.10,Customer Active,risk-cloud,2210.0.116
"Insurance Services Office, Inc.","Insurance Services Office, Inc.",us-ashburn-1,EWMY-TEST,Revision 13.22.10,Customer Active,sales-common,2210.0.122
"InxMed (Nanjing) Co., Ltd.","InxMed (Nanjing) Co., Ltd.",us-ashburn-1,ERWE,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"InxMed (Nanjing) Co., Ltd.","InxMed (Nanjing) Co., Ltd.",us-ashburn-1,ERWE-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
Ipsos Group GIE,Ipsos Group GIE,eu-frankfurt-1,ECQF,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Ipsos Group GIE,Ipsos Group GIE,eu-frankfurt-1,ECQF-DEV1,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Ipsos Group GIE,Ipsos Group GIE,eu-frankfurt-1,ECQF-DEV2,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Ipsos Group GIE,Ipsos Group GIE,eu-frankfurt-1,ECQF-DEV5,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Ipsos Group GIE,Ipsos Group GIE,eu-frankfurt-1,ECQF-DEV6,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Ipsos Group GIE,Ipsos Group GIE,eu-frankfurt-1,ECQF-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Itank Bv,Itank Bv,eu-frankfurt-1,ECWM,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Itank Bv,Itank Bv,eu-frankfurt-1,ECWM,Revision 13.22.10,Customer Active,risk-cloud,2210.0.116
Itank Bv,Itank Bv,eu-frankfurt-1,ECWM-DEV2,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Itank Bv,Itank Bv,eu-frankfurt-1,ECWM-DEV2,Revision 13.22.10,Customer Active,risk-cloud,2210.0.116
Itank Bv,Itank Bv,eu-frankfurt-1,ECWM-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
Itank Bv,Itank Bv,eu-frankfurt-1,ECWM-TEST,Revision 13.22.10,Customer Active,risk-cloud,2210.0.116
J2 Global Inc,J2 Global Inc,us-phoenix-1,EIBX,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
J2 Global Inc,J2 Global Inc,us-phoenix-1,EIBX,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
J2 Global Inc,J2 Global Inc,us-phoenix-1,EIBX-DEV1,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
J2 Global Inc,J2 Global Inc,us-phoenix-1,EIBX-DEV1,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
J2 Global Inc,J2 Global Inc,us-phoenix-1,EIBX-DEV2,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
J2 Global Inc,J2 Global Inc,us-phoenix-1,EIBX-DEV2,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
J2 Global Inc,J2 Global Inc,us-phoenix-1,EIBX-TEST,Revision 13.22.10,Customer Active,fusion-common,2210.0.107
J2 Global Inc,J2 Global Inc,us-phoenix-1,EIBX-TEST,Revision 13.22.10,Customer Active,risk-cloud,2210.0.115
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI,Revision 13.23.01,Customer Active,sales-common,2301.0.117
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV1,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV1,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV1,Revision 13.23.01,Customer Active,sales-common,2301.0.117
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV10,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV10,Revision 13.22.10,Customer Active,knowledge-management,2210.0.112
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV10,Revision 13.22.10,Customer Active,sales-common,2210.0.122
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV12,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV12,Revision 13.22.10,Customer Active,knowledge-management,2210.0.112
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV12,Revision 13.22.10,Customer Active,sales-common,2210.0.122
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV15,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV15,Revision 13.22.10,Customer Active,knowledge-management,2210.0.112
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV15,Revision 13.22.10,Customer Active,sales-common,2210.0.122
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV17,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV17,Revision 13.22.10,Customer Active,knowledge-management,2210.0.112
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV17,Revision 13.22.10,Customer Active,sales-common,2210.0.122
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV19,Revision 13.22.10,Customer Active,fusion-common,2210.0.108
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV19,Revision 13.22.10,Customer Active,knowledge-management,2210.0.112
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV19,Revision 13.22.10,Customer Active,sales-common,2210.0.122
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV2,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV2,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV2,Revision 13.23.01,Customer Active,sales-common,2301.0.117
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV3,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV3,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV3,Revision 13.23.01,Customer Active,sales-common,2301.0.117
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV8,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV8,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-DEV8,Revision 13.23.01,Customer Active,sales-common,2301.0.117
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-TEST,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-TEST,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ap-sydney-1,EPDI-TEST,Revision 13.23.01,Customer Active,sales-common,2301.0.117
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB,Revision 13.23.01,Customer Active,sales-common,2301.0.117
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB-DEV1,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB-DEV1,Revision 13.23.01,Customer Active,knowledge-management,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB-DEV1,Revision 13.23.01,Customer Active,sales-common,2301.0.117
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB-DEV4,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB-DEV4,Revision 13.23.01,Customer Active,knowledge-management,2301.0.104
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB-DEV4,Revision 13.23.01,Customer Active,sales-common,2301.0.116
"Johnson Controls, Inc.","Johnson Controls, Inc.",ca-toronto-1,EKLB-DEV5,Revision 13.23.01,Customer Active,fusion-common,2301.0.105
